paper_id,title,year,journal,sjr_quartile,citations,quality_score,pipeline_status,rq_tags,abstract
P033,Quantum Machine Learning Algorithms for Real-Time Epidemic Surveillance and Health Policy Simulation: A Review of Emerging Frameworks and Implementation Challenges,2024.0,International Journal of Multidisciplinary Research and Growth Evaluation,,12.0,5.75,INCLUDED,"RQ1,RQ3","This review explores the integration of quantum machine learning (QML) algorithms into real-time epidemic surveillance systems and health policy simulation frameworks. As conventional machine learning models face scalability and interpretability challenges with high-dimensional epidemiological data, QML offers a transformative paradigm by leveraging quantum computing principles to enhance pattern recognition, data compression, and forecasting precision. The study examines emerging QML architectures and their application to real-time tracking of infectious diseases, anomaly detection in public health datasets, and dynamic modeling of transmission patterns. Additionally, it assesses the role of QML in simulating the impact of health interventions, policy shifts, and behavioral dynamics on epidemic trajectories. Emphasis is placed on multi-modal data integration from genomics, environmental monitoring, and mobility trends to refine predictive accuracy. Key implementation challenges—such a"
P034,AI-Assisted Real-Time Monitoring of Infectious Diseases in Urban Areas,2025.0,Mathematics,Q2,11.0,6.9,INCLUDED,,"The rapid expansion of infectious diseases in urban environments presents a significant public health challenge, as traditional surveillance methods rely on delayed case reporting, limiting proactive response capabilities. With the increasing availability of real-time health data, artificial intelligence (AI) has emerged as a powerful tool for disease monitoring, anomaly detection, and outbreak prediction. This study proposes SmartHealth-Track, an AI-powered real-time infectious disease monitoring framework that integrates machine learning models with IoT-enabled surveillance, smart pharmacy analytics, wearable health tracking, and wastewater surveillance to enhance early outbreak detection and predictive forecasting. The system leverages time series forecasting with long short-term memory (LSTM) networks, logistic regression for outbreak probability estimation, anomaly detection with isolation forests, and natural language processing (NLP) for extracting epidemiological insights from "
P035,Designing Unified Compliance Intelligence Models for Scalable Risk Detection and Prevention in SME Financial Platforms,2025.0,International Journal of Multidisciplinary Research and Growth Evaluation,,11.0,5.65,INCLUDED,RQ1,"Small and medium-sized enterprises (SMEs) face increasing regulatory scrutiny, operational vulnerabilities, and financial risks as digital financial platforms become more integrated and complex. This review explores the development of unified compliance intelligence models that leverage data-driven, real-time analytics to detect and prevent regulatory breaches, fraud, and operational inconsistencies across SME financial ecosystems. It emphasizes the convergence of machine learning, natural language processing, and rule-based engines to build adaptive frameworks capable of monitoring regulatory compliance, automating reporting, and flagging high-risk transactions. The paper analyzes the architectural foundations of such models, including the use of scalable microservices, API-led integrations, and federated data architectures to ensure interoperability and auditability. Key challenges addressed include fragmented compliance taxonomies, lack of centralized rule orchestration, and the nee"
P036,"A comprehensive systematic review of intrusion detection systems: emerging techniques, challenges, and future research directions",2025.0,Journal of Edge Computing,,10.0,5.8,INCLUDED,"RQ1,RQ3","The role of Intrusion Detection Systems (IDS) in the protection against the increasing variety of cybersecurity threats in complex environments, including the Internet of Things (IoT), cloud computing, and industrial networks. This study evaluates the existing state-of-the-art IDS methodologies using Deep Learning (DL) approaches, and advanced feature engineering techniques. This research also highlights the success of models such as Genetic Algorithms (GA), Particle Swarm Optimization (PSO), and Explainable AI (XAI) in improving detection accuracy as well as computational efficiency and interoperability. Blockchain and quantum computing technologies are explored to improve data privacy, resilience, and scalability in decentralized and resource-constrained environments. This work primarily identifies key challenges, including real-time anomaly detection, adversarial robustness, and imbalance datasets, to assist researchers in investigating further research opportunities. Focusing on fu"
P037,AI and Financial Fraud Prevention: Mapping the Trends and Challenges Through a Bibliometric Lens,2025.0,Journal of risk and financial management,Q3,10.0,5.35,INCLUDED,,"This study systematically reviews academic research on artificial intelligence (AI) in financial fraud prevention. Employing a bibliometric approach, we analyzed 137 peer-reviewed articles published between 2015 and 2025, sourced from Scopus, Web of Science, and ScienceDirect. Using Bibliometrix, we mapped the field’s intellectual structure, collaboration patterns, and thematic clusters. Research interest has surged since 2019, led mainly by China and India, though the literature is mostly technical, with limited social science engagement. Three main themes emerged: AI-based fraud detection models, blockchain and fintech integration, and big data analytics. Despite growing output, international collaboration and focus on ethical, regulatory, and organizational issues remain limited. These insights provide a foundation for advancing both research and practical AI-driven fraud mitigation."
P038,"A Review of Large Language Models for Energy Systems: Applications, Challenges, and Future Prospects",2025.0,IEEE Access,Q1,9.0,7.2,INCLUDED,,"Rapid developments in large language models (LLMs) have created new opportunities for their use in the energy sector, from forecasting renewable energy to power system operation and energy market analysis. These models help improve decision-making, anomaly detection, and optimization procedures in intricate energy systems by using vast amounts of structured and unstructured data. This study provides a comprehensive review of the LLM origins, evaluation, and fine-tuning techniques as well as their integration into energy systems, including their application in fault detection and diagnosis, energy forecasting, document automation, energy management, defect detection, and power system operation. Their performance in terms of explainability, generalization ability, and scalability for energy-related applications is critically examined in this paper. The report also emphasizes significant challenges to the adoption of LLMs, such as the need for computing power, the lack of data, and ethica"
P039,"Exploring the role of Machine Learning and Deep Learning in Anti-Money Laundering (AML) strategies within U.S. Financial Industry: A systematic review of implementation, effectiveness, and challenges",2025.0,Finance & Accounting Research Journal,Q3,8.0,5.35,INCLUDED,,"As the U.S. financial sector confronts evolving threats from financial crimes, the integration of Machine Learning (ML) and Deep Learning (DL) into Anti-Money Laundering (AML) strategies has become imperative. This paper explores the role of ML and DL technologies in enhancing AML frameworks to identify, mitigate, and prevent money laundering activities. The paper begins by analyzing prevalent money laundering schemes and the methods used by criminals to bypass traditional AML controls. The study underscores the importance of educating and training financial institution personnel to ensure the effective implementation of AML strategies powered by ML and DL. The findings revealed that a culture of awareness and accountability is vital for managing risks associated with financial crimes. Furthermore, the paper highlights the value of collaboration and information-sharing between financial institutions, regulatory bodies, and technology providers. Industry partnerships, public-private ini"
P040,A systematic review of anomaly detection in IoT security: towards quantum machine learning approach,2025.0,EPJ Quantum Technology,,7.0,5.8,INCLUDED,RQ1,"Integrating IoT into daily life generates massive data, enabling smart factories and driving advancements in related technologies like cloud/edge computing, ML, and AI. While ML has been used for data analysis and forecasting, challenges such as data complexity, security, and computing limitations persist, particularly in anomaly detection crucial for network security. Recent research indicates the potential of quantum computing and Quantum Machine Learning (QML) to outperform traditional methods in anomaly detection within IoT, an area lacking a comprehensive review. This paper presents a systematic review of Machine Learning-based anomaly detection techniques for IoT security. Despite previous reviews, this study includes the analysis of feature engineering and quantum machine learning techniques in literature. Our findings show that current models have high detection rates on known datasets, but face scalability, real-time processing, and generalization issues. Privacy and security "
P041,Real-time suspicious detection framework for financial data streams,2025.0,International Journal of Information Technology,Q1,5.0,6.15,INCLUDED,,"Abstract Money laundering hides illegal money’s origin by making it seem legal. Detecting suspicious activity quickly in financial data is key to stopping fraud and money laundering. Real-time detection is popular approach for its speed and efficiently detecting illegal activities in financial institutes system. However, handling massive and distributed data streams have challenges in achieving real-time efficiency and effectiveness. Therefore proposing and developing data stream framework is needed to handle these challenges efficiently. The main goal of this study is to propose real-time suspicious detection framework for financial institutions to effectively combat money laundering. The proposed model comprises two approaches: a distributed computing architecture based on Docker container to enhance flexibility, migration capabilities, and customization, and a suspicious detection module employing the autoencoder method. To determine whether there is any suspicious activity in the s"
P042,Blockchain-Enabled Supply Chain platform for Indian Dairy Industry: Safety and Traceability,2022.0,Foods,,103.0,5.05,INCLUDED,,"Conventional food supply chains are centralized in nature and possess challenges pertaining to a single point of failure, product irregularities, quality compromises, and loss of data. Numerous cases of food fraud, contamination, and adulteration are daily reported from multiple parts of India, suggesting the absolute need for an upgraded decentralized supply chain model. A country such as India, where its biggest strength is its demographic dividend, cannot afford to malnutrition a large population of its children by allowing them to consume contaminated and adulterated dairy products. In view of the gravity of the situation, we propose a blockchain-enabled supply chain platform for the dairy industry. With respect to the supply chain platform, the dairy products of choice include milk, cheese, and butter. Blockchain is one of the fastest growing technologies having widespread acceptance across multiple industry verticals. Blockchain possesses the power to transform traditional supply"
P043,AI-based decision support system for public procurement,2023.0,Information Systems,Q1,36.0,6.0,INCLUDED,,"Tenders are powerful means of investment of public funds and represent a strategic development resource. Thus, improving the efficiency of procuring entities and developing evaluation models turn out to be essential to facilitate e-procurement procedures. With this contribution, we introduce our research to create a supporting system for the decision-making and monitoring process during the entire course of investments and contracts. This system employs artificial intelligence techniques based on natural language processing, focused on providing instruments for extracting useful information from both structured and unstructured (i.e., text) data. Therefore, we developed a framework based on a web app that provides integrated tools such as a semantic search engine, a summarizer, an open information extraction engine in the form of triples (subject–predicate–object) for tender documents, and dashboards for analysing tender data."
P044,Enhancing fraud detection in accounting through AI: Techniques and case studies,2024.0,Finance & Accounting Research Journal,Q3,26.0,5.35,INCLUDED,,"The integration of artificial intelligence (AI) into accounting has significantly transformed the landscape of fraud detection. Traditional methods, while effective to some extent, often struggle with the increasing complexity and volume of financial data. AI, with its advanced analytical capabilities, offers a promising solution to these challenges. This review provides an overview of the techniques used in AI-driven fraud detection in accounting and highlights case studies that demonstrate the practical applications and benefits of these technologies. AI techniques for fraud detection in accounting primarily involve machine learning (ML), natural language processing (NLP), and data mining. Machine learning algorithms, such as supervised and unsupervised learning models, are employed to identify patterns and anomalies in financial data that could indicate fraudulent activity. Supervised learning involves training a model on a labelled dataset containing examples of both fraudulent and"
P045,FinChain-BERT: A High-Accuracy Automatic Fraud Detection Model Based on NLP Methods for Financial Scenarios,2023.0,Information,,25.0,5.6,INCLUDED,,"This research primarily explores the application of Natural Language Processing (NLP) technology in precision financial fraud detection, with a particular focus on the implementation and optimization of the FinChain-BERT model. Firstly, the FinChain-BERT model has been successfully employed for financial fraud detection tasks, improving the capability of handling complex financial text information through deep learning techniques. Secondly, novel attempts have been made in the selection of loss functions, with a comparison conducted between negative log-likelihood function and Keywords Loss Function. The results indicated that the Keywords Loss Function outperforms the negative log-likelihood function when applied to the FinChain-BERT model. Experimental results validated the efficacy of the FinChain-BERT model and its optimization measures. Whether in the selection of loss functions or the application of lightweight technology, the FinChain-BERT model demonstrated superior performance"
P046,"Decoding the Threat Landscape : ChatGPT, FraudGPT, and WormGPT in Social Engineering Attacks",2023.0,International Journal of Scientific Research in Computer Science Engineering and Information Technology,,57.0,4.0,BORDERLINE,-,"In the ever-evolving realm of cybersecurity, the rise of generative AI models like ChatGPT, FraudGPT, and WormGPT has introduced both innovative solutions and unprecedented challenges. This research delves into the multifaceted applications of generative AI in social engineering attacks, offering insights into the evolving threat landscape using blog mining technique. Generative AI models have revolutionized the field of cyberattacks, empowering malicious actors to craft convincing and personalized phishing lures, manipulate public opinion through deepfakes, and exploit human cognitive biases. These models, ChatGPT, FraudGPT, and WormGPT, have augmented existing threats and ushered in new dimensions of risk. From phishing campaigns that mimic trusted organizations to deepfake technology impersonating authoritative figures, we explore how generative AI amplifies the arsenal of cybercriminals. Furthermore, we shed light on the vulnerabilities that AI-driven social engineering exploits, i"
P047,Fraud Prevention of Village Fund Management,2022.0,International Journal of Islamic Business and Management Review,,6.0,4.15,BORDERLINE,"RQ2,RQ3","Fraud Prevention refers to any effort or action done to reduce opportunities for fraud, as well as to prevent and evaluate any conduct that poses a risk of fraud. The goal of this research is to see how village officials' competency, internal control systems, individual morality, and whistleblowing affect fraud prevention in village fund administration. This study focused on the village government in Menganti sub-district, Gresik regency, Surabaya, which received village funding. The village chief, secretary, and treasurer were the participants in this study. 66 respondents are selected for the sample using the saturation sampling technique. Spreading questionnaire was used to collect data, and the model used was SEM-PLS (Partial Least Square) using WarpPLS. The results of the study on village officials' competence, morality, and whistleblowing have an impact on fraud prevention, while the internal control system has no impact."
P048,Development of integrated village fund governance model with siberas public service application,2024.0,Edelweiss Applied Science and Technology,,4.0,4.15,BORDERLINE,"RQ2,RQ3","This study introduces a comprehensive governance model designed to enhance the management of village funds in Indonesia. This model combines the Rais-MR3 system with the SIBERAS public service application. Village funds, established under Village Law No. 6 of 2014, are critical in advancing rural development. Nevertheless, challenges such as inefficiency, risks of corruption, lack of transparency, and limited public involvement have obstructed their effective management. This research aims to tackle these issues by creating a more robust governance framework that improves the efficiency and accountability of village fund management. Employing a qualitative approach, this research examines three case studies: the villages of Kalempang, Sipodeceng, and Bina Baru. Data collection methods included focus group discussions, in-depth interviews, and participatory observations, which provided detailed insights into the dynamics of village governance. The study's findings indicate that integrat"
P049,Supervision of Village Financial Management: will it be in Parallel with the Development of Village Officials? (a Study of North Sumatra Province),2023.0,Journal of Law and Sustainable Development,,4.0,4.15,BORDERLINE,"RQ1,RQ2,RQ3","Objectives: The objectives of this research are to analyze the implementation of an effective supervisory model in the financial management of the village so that there is no corruption in the village's finances. And to analyze the evaluation of the effective financial supervision model of that village. Theoretical Framework: Agency theory is the grand theory in this study related to village financial management. The theory used for supervision is Accountability and Principal Agent Models, supported by the use of corruption detection theory and the government's Internal Control System. Method: Researchers chose qualitative descriptive research because its practice is not limited to collecting and classifying data; it also includes analyzing and interpreting the meaning of data. The types of data collected are primary data and secondary data. As from the primary in this study are the words and actions of the people being observed. Results and conclusion: Implementation of effective supe"
P050,Recognising and detecting patterns of village corruption in Indonesia,2023.0,Integritas Jurnal Antikorupsi,,3.0,4.15,BORDERLINE,"RQ2,RQ3","The increasing trend of village-level corruption cases in Indonesia needs to be addressed by the government. The National Strategy of Corruption Prevention (NSCP) policy couldn't improve Indonesia's corruption perception score. Corruption prevention policies have so far not targeted villages with certain characteristics. The Village Development Index (IDM), measured by the Ministry of Villages, Disadvantaged Regions, and Transmigration, should identify villages affected by corruption cases. This research uses the qualitative descriptive method. The results show that those most affected by corruption cases in Indonesia are developing villages on Java Island. Other results find the need for an analysis of fraud or fraud analytics in villages using information technology or data processing. The practical implication of the research is a basis for revising corruption prevention and detection policies and determining the target groups."
P051,"Determinants of fraud in the village government: testing whistleblowing systems, internal control systems, village apparatus competencies",2024.0,Jurnal Akademi Akuntansi,,1.0,4.15,BORDERLINE,,"Purpose: This study aims to empirically prove the effect of that whistleblowing system, internal control system, village apparatus competence on the prevention of village fund fraud. Methodology/approach: This study is a quantitative research with primary data sources obtained from distributing questionnaires to respondents. The sampling technique used was purposive sampling technique. The sample of this study consisted of 118 village apparatuses in Jiken District, Blora Regency. The analysis technique used was Structural Equation Modeling-Partial Least Square (SEM-PLS) and Smart Partial Least Squares (SmartPLS) for data processing. Findings: The results showed that whistleblowing system, internal control system, village apparatus competence had a positive effect on the prevention of village fund fraud. Practical and Theoretical Contribution/Originality: The results of this study are expected to contribute to provide consideration or input to the government in making policies related t"
P052,"The Influence of Apparatus Competence, Internal Control and Financial Systems on Fraud Prevention with Morality as Moderation",2025.0,"International Journal of Economics, Management and Accounting",,0.0,4.15,BORDERLINE,"RQ2,RQ3","The purpose of this study is to determine the effect of apparatus competence, internal control and financial systems on fraud prevention in the management of village fund financial reports in Rokan Hulu Regency. In addition, this study also tests individual morality as a moderating variable for the relationship between internal control and financial systems on fraud prevention in the management of village fund financial reports in Rokan Hulu Regency. This research design uses a quantitative approach with the type of primary data that is the sample of village officials from 139 villages in Rokan Hulu Regency. The sample determination was done using the Cluster random sampling technique. The minimum sample in this study was 246. The data analysis technique used in this study uses SEM (Structural Equation Modeling) with the help of IBM-Amos software. The results of this study indicate that internal control and financial systems have an effect on fraud prevention, but the competence of the"
P053,Fraud prevention in village financial management an analysis of the regional inspectorate's role in Boyolali Regency,2026.0,Akuntansiku,,0.0,4.15,BORDERLINE,"RQ2,RQ3","Transparent village financial management is essential for good governance, yet fraud risks remain. This study examines the role of the Boyolali Regency Inspectorate in preventing fraud using the Three Lines Model. This qualitative case study collected data through interviews and document analysis. Findings reveal that the Inspectorate functions as an external supervisor ensuring accountability, though not part of the village’s internal structure. Given that primary oversight lies with the community and Village Consultative Body (BPD), the Three Lines Model is not fully applicable at the village level. To strengthen fraud prevention, the Inspectorate introduced innovations such as Auditor Pendamping, Jadi Kades, SAPU DESA, the Monitoring Center of Development, and cultural approaches, enhancing early detection and preventive control."
P054,Effect Of Human Resource Capacity On Village Fund Management Via Anti-Corruption Numeracy Mediation Variable,2025.0,Jurnal Manajemen Dayasaing,,0.0,4.15,BORDERLINE,RQ2,"This study examines how improvements in human resource capacity affect the performance of village fund management, with anti-corruption numeracy as a mediating variable. Three hypotheses are tested: the direct effect of human resource capacity on village fund management, the indirect effect through anti-corruption numeracy, and the direct effect of anti-corruption numeracy on fund management performance. The research uses a quantitative approach with a survey method. The study was conducted in North Tolitoli District, Central Sulawesi, involving 121 village officials from six randomly selected villages. Data were analyzed using path analysis and the Sobel test. The results confirm that all hypotheses are statistically supported. Human resource capacity has a significant direct effect (β = 0.677; p &lt; 0.001) and an indirect effect through anti-corruption numeracy (Sobel = 3.109; p = 0.001). Anti-corruption numeracy also shows a direct influence on village fund management (β = 0.303; p"
P055,"The Influence of Village Apparatus Competence, Government Compliance in Financial Reporting, Internal Control System and Moral Sensitivity to the Prevention of Village Fund Fraud in Villages in Sipahutar District, Nort Tapanuli Regency",2025.0,International Journal of Business and Applied Economics,,0.0,4.15,BORDERLINE,,"This quantitative study investigates the effect of Village Apparatus Competence, Government Compliance in Financial Reporting, Internal Control Systems, and Moral Sensitivity on Village Fund Fraud Prevention in Sipahutar District, North Tapanuli. Using purposive sampling, 54 village officials were selected as respondents. Data were analyzed using descriptive statistics, validity and reliability tests, classical assumption tests, multiple linear regression, and hypothesis testing via SPSS 26. Results show that all four variables have a positive and significant effect on fraud prevention. The R² value indicates that 65.7% of the variation in fraud prevention is explained by the studied variables, while 34.3% is influenced by other factors outside the model."
P056,"The Effect of Morality, Whistleblowing and Internal Control Systems on Fraud Prevention in Village Fund Management: The Moderating Factor of Leadership Style",2026.0,Dinasti International Journal of Economics Finance & Accounting,,0.0,4.15,BORDERLINE,"RQ2,RQ3","The purpose of this study is to gather empirical evidence on how civil servant morality, misconduct reporting systems, and internal control systems influence the prevention of fraud in village fund management, with situational leadership style as a moderating variable. This study took a quantitative approach, using the Structural Equation Modeling-Partial Least Squares (SEM-PLS) method. The sample included 329 village officials from Kerinci Regency, Jambi Province, who were chosen using a multistage sampling process. The findings revealed that while whistleblowing had no substantial influence on fraud prevention, village officials' morality and internal control systems did. Although internal control mechanisms had a smaller influence on fraud prevention, situational leadership styles boosted the effectiveness of whistleblowing. This study underlined the need of moral integrity, effective internal control, and flexible leadership styles in preventing fraud in village fund management."
P057,The Effect of Internal Control and Budget Management Compliance on Fraud Detection (Empirical Study at The West Java High Prosecutor's Office In 2024),2025.0,Eduvest - Journal Of Universal Studies,,0.0,4.15,BORDERLINE,RQ3,"This research aims to examine the effects of internal control and budget management compliance on the detection of fraud. The study focuses on the West Java High Prosecutor’s Office and employs a quantitative approach, using a questionnaire distributed to auditors and treasurers working at the office. The population of the study consisted of 35 auditors and 55 treasurers, with a total of 90 questionnaires distributed and all returned. Data analysis was conducted using multiple linear regression and moderated regression analysis, along with the absolute difference test, utilizing SPSS software. The findings indicate that both internal control and budget management compliance significantly influence the detection of fraud. Specifically, the research shows that stronger internal control systems and greater budget management compliance enhance the ability to detect fraudulent activities. These results highlight the importance of robust internal controls and compliance mechanisms in reducin"
P058,The Influence of Implementation of the Regional Government Information System and the Government Internal Control System on Corruption (A Case Study on Regional Work Unit of Bandung Regency Government),2025.0,Journal of Accounting and Finance Management,,0.0,4.15,BORDERLINE,"RQ2,RQ3",This study aims to determine the effect of the Implementation of Local Government Information Systems and Government Internal Control Systems on Corruption (Case Study on the Regional Government Work Unit of Bandung Regency). The factors tested in this study are the Application of Local Government Information Systems and Government Internal Control Systems as independent variables and Corruption as the dependent variable. The research method used is quantitative. The data collection method used was a questionnaire. The data analysis technique used multiple linear regression analysis with the help of the Statistical Package for the Social Sciences 27 application. The results showed that the Application of Local Government Information Systems and Government Internal Control Systems had a negative effect on corruption.
P059,THE AUDIT AUTHORITY OF THE STATE AUDIT BOARD ON THE VILLAGE FINANCIAL MANAGEMENT IN SOLOK REGENCY,2023.0,Cepalo,,0.0,4.15,BORDERLINE,"RQ2,RQ3","Village development is a critical focus in the third Nawacita, outlined in the 2020-2024 RPJMN. However, uncertainties persist concerning administrative law, particularly in the areas of institutional authority and mechanisms for examining village financial management. The State Audit Board of the Republic of Indonesia (BPK-RI), as the principal financial auditor, lacks a clear mandate under the current State Finance Law to audit village governance and finances. This research utilized normative and empirical juridical analysis methods to identify the necessary audit model for village governments. It was framed using theories of state finance, state financial audits, and authority. The findings indicate a need for legislative alignment between the Laws on State Finance and the Laws on Village Governance. The research concluded that the current authority granted to BPK-RI over village finances carries risks of arbitrary actions and potential lawsuits against BPK-RI. Furthermore, intervie"
P060,"EXPLORING THE DETERMINANTS OF FRAUD PREVENTION IN VILLAGE FUND MANAGEMENT: EVIDENCE FROM REGENCIES AND CITIES IN NORTH SUMATRA PROVINCE, INDONESIA",2025.0,Lex localis - Journal of Local Self-Government,,0.0,4.15,BORDERLINE,"RQ2,RQ3","This study examines the determinants of fraud prevention in village fund management across regencies and cities in North Sumatra Province, Indonesia. Fraud in local public finance management continues to threaten the effectiveness, accountability, and sustainability of rural development. Grounded in agency theory and the fraud triangle framework, this research analyzes how institutional integrity, internal control systems, accountability mechanisms, and community participation contribute to reducing the likelihood of fraudulent practices. Using data collected through surveys from village officials and community representatives, the study employs Partial Least Squares Structural Equation Modeling (PLS-SEM) with SmartPLS to test the measurement and structural models. The outer model results confirm that all indicators exhibit strong convergent and discriminant validity, with loading factors exceeding 0.70, Average Variance Extracted (AVE) values above 0.50, and reliability coefficients g"
P061,The landscape of public procurement research: a bibliometric analysis and topic modelling based on Scopus,2023.0,Journal of Public Procurement,,91.0,4.45,BORDERLINE,,"Purpose The purpose of this study is to investigate the structure and dynamics of academic articles relating to public procurement (PP) in the period 1984–2022 (up to May). The researchers also intend to analyse how this knowledge domain has grown since 1984. Design/methodology/approach A bibliometric analysis was carried out to examine the existing state of PP research. Based on 640 journal articles indexed in the Scopus database and written by 1,247 authors over nearly four decades, a bibliometric analysis was conducted to reveal the intellectual structure of academic works pertaining to PP. Findings Findings reveal that PP research from Scopus has significantly increased in the past decade. Major journals publishing PP research are International Journal of Procurement Management , Journal of Cleaner Production , Journal of Purchasing and Supply Management and Public Money and Management . Results also indicate that authors’ cooperation network is fragmented, showing limited collabor"
P062,Intelligent Anti-Money Laundering Fraud Control Using Graph-Based Machine Learning Model for the Financial Domain,2023.0,Journal of Cases on Information Technology,,24.0,4.6,BORDERLINE,,"Financial domains are suffering from organized fraudulent activities that are inflicting the world on a larger scale. Basel Anti-Money Laundering (AML) index enlists 146 countries, which are impacted by criminal acts like money laundering, and represents the country's risk level with a notable deteriorating trend over the last five years. Despite AML being a substantially focused area, only a fraction of such activities has been prevented. Because financial data related to this field is concealed, access is limited and protected by regulatory authorities. This paper aims to study a graph-based machine-learning model to identify fraudulent transactions using the financial domain's synthetic dataset (100K nodes, 5.3M edges). Graph-based machine learning with financial datasets resulted in promising 77-79% accuracy with a limited feature set. Even better results can be achieved by enriching the feature vector. This exploration further leads to pattern detection in the graph, which is a st"
P063,Adaptive Control Models for AI-Driven Marketing Automation in Financial Compliance Environments,2022.0,Shodhshauryam International Scientific Refereed Research,,16.0,4.15,BORDERLINE,RQ1,"The convergence of artificial intelligence and marketing automation has transformed financial institutions’ approach to regulatory compliance, customer engagement, and risk management. This review examines adaptive control models that leverage AI-driven mechanisms to optimize marketing strategies within the constraints of financial compliance frameworks such as GDPR, NDPR, and AML regulations. Adaptive control models dynamically adjust campaign parameters, data flows, and decision rules based on real-time feedback, ensuring that automation remains both performance-efficient and regulatory-compliant. The study synthesizes current developments in reinforcement learning, neural adaptive controllers, and predictive behavioral analytics applied to marketing compliance systems. It explores how these models support audit readiness, consent management, and ethical personalization through intelligent policy orchestration. Furthermore, the paper highlights the integration of explainable AI (XAI)"
P064,Using data analytics to distinguish legitimate and illegitimate shell companies,2024.0,Journal of Economic Criminology,,5.0,4.15,BORDERLINE,,"Shell companies can be a legitimate entity but can also been used for illicit activities such as money laundering. Users of shell companies have included illegal arms dealers, drug cartels, terrorists and cyber-criminals, as well as legitimate businesses. To assist in distinguishing between legitimate and illegitimate uses of shell companies, we develop a data-driven model to detect shell companies that are being used for money laundering. We use a hybrid approach combining graph analytics and supervised machine learning. The resulting detection models have an impressive classification accuracy ranging between 88.17 % and 97.85 %. We found no prior study that developed such models to detect illicit shell companies using publicly available information as done with our models. Beneficiaries of this work include government officials and compliance professionals, particularly accountants, tax officials and anti-corruption agencies."
P065,Rethinking Corruption Tolerance: A Critical Interpretive Synthesis and Typology-Based Model Grounded in the Theory of Planned Behavior,2025.0,CrimRxiv,,1.0,4.15,BORDERLINE,,"Corruption tolerance refers to individuals’ moral approval or willingness to engage in corrupt acts. In this study we perform a Critical Interpretive Synthesis of 139 peer-reviewed articles covering studies focusing on 79 countries to establish how corruption tolerance is conceptualized and theorized. Findings reveal conceptual confusion, inconsistent operationalization, and limited use of theory-driven models. The analysis identifies three dimensions—Actors and Behavior Dynamics, Context and Justification Dynamics, Manifestation and Nature Dynamics—highlighting the construct’s multidimensionality. In response, we propose a typology-based model grounded in the Theory of Planned Behavior, distinguishing five types of corruption tolerance: Attitudinal, Normative, Practical, Intentional, and Behavioral. This model offers a structured framework for precise conceptualization and empirical analysis. By advancing a theory-informed understanding of socio-cognitive, and contextual factors shapi"
P066,"Deep Learning Approaches for Anti-Money Laundering on Mobile Transactions: Review, Framework, and Directions",2025.0,ArXiv.org,,1.0,4.75,BORDERLINE,RQ1,"Money laundering is a financial crime that obscures the origin of illicit funds, necessitating the development and enforcement of anti-money laundering (AML) policies by governments and organizations. The proliferation of mobile payment platforms and smart IoT devices has significantly complicated AML investigations. As payment networks become more interconnected, there is an increasing need for efficient real-time detection to process large volumes of transaction data on heterogeneous payment systems by different operators such as digital currencies, cryptocurrencies and account-based payments. Most of these mobile payment networks are supported by connected devices, many of which are considered loT devices in the FinTech space that constantly generate data. Furthermore, the growing complexity and unpredictability of transaction patterns across these networks contribute to a higher incidence of false positives. While machine learning solutions have the potential to enhance detection e"
P067,Machine Learning Analysis of Public Procurement in the Dominican Republic: Impacts on Economic Efficiency and Inclusive Sourcing,2023.0,Preprints.org,,1.0,4.15,BORDERLINE,,"This research undertakes a quantitative exploration of the impact of procurement mo-dalities on economic efficiency and inclusive procurement within the Dominican Repub-lic's public sector. Applying data science methodologies and machine learning techniques, this study analyzes a rich dataset of public procurement contracts spanning from 2018 to 2023. A focus is placed on understanding how different procurement modalities affect contract amounts and processing times&amp;mdash;two key indicators of economic efficiency. Machine learning models, including Random Forest and Gradient Boosting, are em-ployed to predict these essential metrics across different procurement modalities. The findings indicate a significant positive correlation between certain procurement modali-ties and economic efficiency. The machine learning models reveal that procurement strategies focused on local sourcing and transparent bidding processes tend to yield high-er economic returns and more equitable outcomes. T"
P068,GRAPH NEURAL NETWORK MODELS FOR DETECTING FRAUDULENT INSURANCE CLAIMS IN HEALTHCARE SYSTEMS,2022.0,American Journal of Advanced Technology and Engineering Solutions,,1.0,4.15,BORDERLINE,RQ1,"Fraudulent insurance claims in healthcare systems represent a persistent and costly challenge, undermining the efficiency, equity, and sustainability of healthcare delivery worldwide. Traditional approaches to fraud detection, including rule-based systems and statistical models, have provided valuable early insights but often fail to capture the complex, relational, and evolving nature of fraudulent behavior. This study addresses these limitations by investigating the application of Graph Neural Networks (GNNs) as an advanced analytical framework for detecting fraudulent claims. By representing patients, providers, and claims as interconnected nodes within graph structures, GNNs leverage relational dependencies and structural patterns that are frequently overlooked by conventional models. The research employed a mixed-methods design, combining quantitative experimentation with multiple GNN architectures—such as Graph Convolutional Networks, Graph Attention Networks, and GraphSAGE—with "
